date,category,description,amount
2026-01-14,Аренда,Коммунальные услуги склад,57213.73
2026-03-20,Маркетинг,Реклама Telegram,143777.57
2026-01-25,Офис,Уборка офиса,1159.03
2026-02-24,Зарплаты,Больничный,155577.99
2026-01-02,Офис,Канцелярия,15415.28
2026-06-13,Офис,Уборка офиса,5550.93
2026-05-27,Аренда,Аренда шоурума,81865.84
2026-05-27,Маркетинг,Таргет ВКонтакте,9346.05
2026-01-23,Закупка товара,Закупка — расходники упаковка,102447.74
2026-02-24,Маркетинг,Email-рассылка,73874.89
2026-01-04,Зарплаты,Оклад — маркетолог,45440.27
2026-04-08,Аренда,Аренда склада,86309.94
2026-02-28,Офис,Ремонт офиса,18888.5
2026-05-26,Офис,Новогодний корпоратив,8863.36
2026-06-06,Зарплаты,Оклад — маркетолог,69402.48
2026-01-16,Зарплаты,Оклад — бухгалтер,157138.3
2026-01-01,IT,Телефония,64695.35
2026-02-27,IT,Хостинг сайта,79230.91
2026-04-21,Логистика,Возврат товара — доставка,27794.65
2026-01-30,Закупка товара,Закупка — допартия,142415.8
2026-02-07,Офис,Мебель,21515.03
2026-05-28,IT,Техподдержка,68612.16
2026-03-26,IT,Облачное хранилище,6352.7
2026-02-13,Маркетинг,Реклама Telegram,57249.17
2026-06-21,Зарплаты,Подработка — сезон,36337.41
2026-06-05,Логистика,Возврат товара — доставка,9880.7
2026-01-14,Маркетинг,Промо-акция,87374.63
2026-06-25,Зарплаты,Оклад — кладовщик,106415.96
2026-06-16,Зарплаты,Оклад — менеджер,62615.8
2026-03-27,Маркетинг,Таргет ВКонтакте,43806.34
2026-02-17,Аренда,Коммунальные услуги склад,128674.09
2026-02-02,Офис,Уборка офиса,2101.34
2026-05-17,Логистика,Доставка Почта России,18918.65
2026-03-20,Логистика,Транспортировка со склада,41564.34
2026-06-23,Закупка товара,Закупка — сезонная коллекция,166877.61
2026-01-24,Закупка товара,Закупка — сезонная коллекция,9256.4
2026-06-10,Маркетинг,SEO-продвижение,66496.69
2026-04-20,IT,Хостинг сайта,28429.1
2026-01-03,Логистика,Доставка Почта России,14132.74
2026-01-16,Зарплаты,Оклад — маркетолог,53773.9
2026-03-03,Аренда,Аренда склада,140589.6
2026-06-14,Зарплаты,Больничный,127875.15
2026-06-20,Аренда,Коммунальные услуги склад,207205.58
2026-04-09,Закупка товара,Закупка — поставщик Китай,263037.9
2026-02-09,Аренда,Коммунальные услуги склад,40773.52
2026-04-20,Закупка товара,Таможенные сборы,134920.35
2026-01-09,Офис,Мебель,6437.65
2026-02-27,Офис,Обеды для команды,12028.37
2026-04-19,Закупка товара,Закупка — поставщик РФ,227878.56
2026-04-11,Зарплаты,Оклад — дизайнер,117819.53
2026-01-17,IT,Антивирус — лицензия,13160.43
2026-01-30,Маркетинг,Дизайн баннеров,37317.64
2026-05-23,Логистика,Доставка Boxberry,3772.95
2026-02-10,Аренда,Аренда склада,193319.73
2026-02-19,Офис,Мебель,19515.6
2026-06-01,Аренда,Аренда офиса,56383.59
2026-01-17,Маркетинг,Таргет ВКонтакте,102937.04
2026-03-10,Зарплаты,Оклад — курьер,145862.01
2026-02-18,Аренда,Парковка,165944.59
2026-02-24,IT,Антивирус — лицензия,78306.31
2026-02-24,Логистика,Доставка СДЭК,9835.5
2026-02-18,Зарплаты,Оклад — маркетолог,78953.26
2026-06-18,Закупка товара,Сертификация товара,14057.57
2026-01-06,Зарплаты,Оклад — курьер,179353.01
2026-06-30,Маркетинг,Дизайн баннеров,127202.56
2026-02-07,Закупка товара,Закупка — поставщик РФ,68526.65
2026-02-07,Аренда,Коммунальные услуги склад,103071.11
2026-02-06,Офис,Ремонт офиса,19500.56
2026-03-31,Закупка товара,Таможенные сборы,37961.49
2026-06-18,Аренда,Аренда шоурума,233189.39
2026-05-02,Маркетинг,Контент для соцсетей,37963.59
2026-06-13,Офис,Ремонт офиса,14821.72
2026-05-27,IT,Телефония,46484.97
2026-06-25,IT,Разработка сайта,16007.32
2026-03-12,Логистика,Международная доставка,41583.14
2026-01-05,Закупка товара,Закупка — допартия,196536.14
2026-03-12,Закупка товара,Закупка — поставщик Китай,62592.62
2026-05-31,IT,CRM — подписка,70042.1
2026-01-05,Закупка товара,Закупка — новый поставщик,273293.26
2026-01-12,Зарплаты,Оклад — бухгалтер,49762.74
2026-06-27,Логистика,Возврат товара — доставка,10594.56
2026-03-28,Аренда,Коммунальные услуги склад,111707.78
2026-05-08,Логистика,Доставка Boxberry,38851.96
2026-01-18,Аренда,Аренда офиса,234315.95
2026-05-14,IT,Телефония,60083.74
2026-01-22,IT,Хостинг сайта,58145.5
2026-04-05,Логистика,Возврат товара — доставка,15317.56
2026-03-25,Зарплаты,Оклад — маркетолог,140798.45
2026-05-25,Логистика,Курьерская служба,41121.57
2026-04-07,Логистика,Возврат товара — доставка,6299.77
2026-01-25,Офис,Ремонт офиса,18480.12
2026-05-20,Закупка товара,Сертификация товара,184977.12
2026-05-05,Аренда,Аренда шоурума,173200.32
2026-06-24,Маркетинг,Блогер — интеграция,147577.62
2026-05-14,Аренда,Коммунальные услуги склад,204951.62
2026-02-01,Маркетинг,SEO-продвижение,6999.15
2026-02-25,Аренда,Коммунальные услуги склад,163132.92
2026-06-25,Офис,Уборка офиса,14735.25
2026-01-01,Офис,Мебель,644.59
2026-03-29,IT,Домен — продление,2784.22
2026-02-03,Офис,Ремонт офиса,19117.39
2026-06-24,Закупка товара,Таможенные сборы,72504.98
2026-03-14,Аренда,Аренда офиса,97301.29
2026-05-01,Закупка товара,Закупка — поставщик Китай,302798.94
2026-03-23,Закупка товара,Закупка — новый поставщик,72085.26
2026-05-30,Логистика,Экспресс-доставка,3326.71
2026-03-09,Офис,Вода и кофе,14777.93
2026-01-23,IT,Домен — продление,23394.83
2026-06-28,Офис,Обеды для команды,727.53
2026-04-08,Логистика,Транспортировка со склада,39098.58
2026-04-04,Аренда,Аренда офиса,140787.18
2026-04-23,Закупка товара,Закупка — сезонная коллекция,18504.03
2026-04-20,IT,Антивирус — лицензия,6640.06
2026-02-05,Зарплаты,Оклад — кладовщик,137267.57
2026-04-22,IT,Разработка сайта,57196.47
2026-06-17,Маркетинг,Яндекс.Директ,55241.52
2026-02-18,Зарплаты,Оклад — кладовщик,107846.04
2026-05-24,IT,Домен — продление,50879.34
2026-04-27,Закупка товара,Закупка — новый поставщик,220020.73
2026-04-08,Маркетинг,Контент для соцсетей,118854.23
2026-02-14,Зарплаты,Оклад — менеджер,109936.82
2026-06-15,Зарплаты,Подработка — сезон,33677.87
2026-04-28,Зарплаты,Оклад — курьер,136595.24
2026-06-18,Закупка товара,Закупка — сезонная коллекция,150952.71
2026-06-14,Закупка товара,Таможенные сборы,138610.08
2026-04-11,IT,Облачное хранилище,30624.89
2026-05-02,Логистика,Международная доставка,42093.14
2026-03-13,Аренда,Парковка,224895.18
2026-03-31,Аренда,Аренда склада,142264.05
2026-06-04,Логистика,Доставка Почта России,4618.28
2026-04-18,Аренда,Коммунальные услуги офис,222126.78
2026-06-19,Аренда,Коммунальные услуги склад,97548.28
2026-02-15,Офис,Новогодний корпоратив,20982.0
2026-05-04,IT,CRM — подписка,16131.74
2026-04-20,Офис,Новогодний корпоратив,11975.28
2026-01-24,IT,CRM — подписка,10768.68
2026-02-20,Закупка товара,Таможенные сборы,14259.28
2026-06-03,IT,Хостинг сайта,77503.49
2026-05-26,Закупка товара,Закупка — образцы,119033.97
2026-04-04,Логистика,Доставка Почта России,23171.76
2026-05-12,IT,Телефония,65860.37
2026-05-09,Зарплаты,Больничный,148762.68
2026-03-28,Закупка товара,Таможенные сборы,270638.68
2026-01-22,Офис,Ремонт офиса,24585.62
2026-05-28,IT,Разработка сайта,45088.65
2026-06-22,Аренда,Коммунальные услуги офис,241416.55
2026-01-18,Офис,Канцелярия,3941.46
2026-04-12,Зарплаты,Оклад — кладовщик,72794.78
2026-06-05,IT,Телефония,50209.97
2026-02-18,Зарплаты,Оклад — дизайнер,157940.47
2026-05-22,Закупка товара,Таможенные сборы,124067.76
2026-01-19,Офис,Подарки сотрудникам,16340.75
2026-05-15,Маркетинг,Email-рассылка,89152.95
2026-03-09,Логистика,Курьерская служба,6138.87
2026-01-18,Аренда,Аренда шоурума,225919.5
2026-05-03,Аренда,Аренда склада,176713.2
2026-01-29,Закупка товара,Таможенные сборы,194655.53
2026-06-27,Аренда,Коммунальные услуги офис,169964.23
2026-06-17,Маркетинг,Таргет ВКонтакте,41111.95
2026-06-29,IT,Телефония,54620.44
2026-03-21,Офис,Канцелярия,14513.87
2026-06-21,Маркетинг,Блогер — интеграция,61050.86
2026-01-11,IT,Техподдержка,22480.22
2026-02-19,Закупка товара,Закупка — расходники упаковка,249462.54
2026-04-11,Зарплаты,Оклад — маркетолог,111139.64
2026-02-10,Закупка товара,Таможенные сборы,169189.31
2026-04-07,Офис,Канцелярия,15280.69
2026-03-15,Зарплаты,Оклад — маркетолог,162229.12
2026-04-28,Закупка товара,Закупка — сезонная коллекция,37631.31
2026-06-28,Логистика,Курьерская служба,19061.81
2026-05-06,IT,Разработка сайта,44958.72
2026-01-14,Маркетинг,Блогер — интеграция,131260.66
2026-05-05,Аренда,Парковка,190938.87
2026-02-23,Логистика,Экспресс-доставка,7549.44
2026-02-05,Офис,Ремонт офиса,4861.1
2026-03-13,Маркетинг,Контент для соцсетей,131008.57
2026-05-14,IT,CRM — подписка,20065.91
2026-01-16,Маркетинг,Контент для соцсетей,114818.6
2026-05-06,Логистика,Транспортировка со склада,32627.3
2026-03-17,Логистика,Доставка Почта России,15294.06
2026-02-07,IT,CRM — подписка,13807.8
2026-05-08,Маркетинг,Яндекс.Директ,90248.25
2026-03-15,Зарплаты,Оклад — кладовщик,126341.01
2026-05-08,Аренда,Аренда офиса,159358.15
2026-04-26,IT,Техподдержка,33825.5
2026-04-14,Зарплаты,Больничный,126168.49
2026-02-09,Маркетинг,Контент для соцсетей,24010.7
2026-06-28,IT,Облачное хранилище,23534.69
2026-04-08,Маркетинг,Дизайн баннеров,17127.12
2026-03-23,IT,CRM — подписка,39518.85
2026-04-08,Зарплаты,Больничный,155450.07
2026-01-23,Аренда,Аренда офиса,164503.89
2026-06-06,Закупка товара,Закупка — допартия,210954.94
2026-06-16,Зарплаты,Подработка — сезон,40175.85
2026-05-21,Зарплаты,Подработка — сезон,30604.17
2026-04-17,Логистика,Доставка по Москве,32717.39
2026-01-02,IT,CRM — подписка,38424.67
2026-04-15,Офис,Обеды для команды,13379.54
2026-04-06,Зарплаты,Оклад — дизайнер,109411.57
2026-06-27,Закупка товара,Закупка — поставщик Китай,84269.44
2026-03-19,Аренда,Аренда офиса,83524.85
2026-06-22,Логистика,Международная доставка,1330.35
2026-04-26,Офис,Ремонт офиса,24501.19
2026-06-07,Офис,Мебель,23064.83
2026-06-09,Логистика,Международная доставка,33947.51
2026-01-29,Зарплаты,Оклад — маркетолог,95516.34
2026-02-10,IT,1С — обслуживание,31907.82
2026-04-21,Маркетинг,Таргет ВКонтакте,46184.91
2026-03-22,Аренда,Аренда шоурума,83578.42
2026-01-17,IT,Хостинг сайта,76333.26
2026-01-23,Аренда,Аренда шоурума,39024.38
2026-01-20,Маркетинг,SEO-продвижение,117273.75
2026-01-10,Маркетинг,Реклама Telegram,139811.69
2026-06-10,Закупка товара,Таможенные сборы,268614.01
2026-05-04,Офис,Уборка офиса,21834.17
2026-02-06,IT,Техподдержка,75755.16
2026-03-17,Зарплаты,Оклад — курьер,37109.14
2026-04-11,Аренда,Аренда офиса,190460.9
2026-04-22,Маркетинг,Дизайн баннеров,47440.5
2026-01-29,Маркетинг,Промо-акция,46743.11
2026-05-29,Аренда,Аренда офиса,116023.72
2026-06-16,Маркетинг,Промо-акция,107607.46
2026-02-16,Зарплаты,Оклад — менеджер,77693.27
2026-01-28,Закупка товара,Закупка — новый поставщик,50339.1
2026-03-27,Офис,Вода и кофе,9389.08
2026-03-01,Логистика,Доставка Boxberry,35788.4
2026-06-15,Зарплаты,Премия квартальная,30676.22
2026-01-31,Маркетинг,Реклама Telegram,26162.0
2026-06-15,IT,CRM — подписка,61500.39
2026-05-01,Маркетинг,Промо-акция,37396.94
2026-02-27,Зарплаты,Оклад — кладовщик,173052.8
2026-04-13,Логистика,Возврат товара — доставка,38366.88
2026-06-23,Закупка товара,Сертификация товара,281155.37
2026-03-09,Зарплаты,Оклад — дизайнер,163706.01
2026-06-07,Офис,Обеды для команды,7918.6
2026-04-01,Офис,Обеды для команды,11790.31
2026-02-22,Логистика,Курьерская служба,22737.73
2026-06-04,Зарплаты,Оклад — кладовщик,152810.31
2026-03-29,Закупка товара,Закупка — расходники упаковка,283223.67
2026-02-06,Закупка товара,Закупка — сезонная коллекция,231859.21
2026-05-08,IT,Разработка сайта,31775.17
2026-01-21,Аренда,Коммунальные услуги офис,89488.4
2026-02-14,Зарплаты,Больничный,109685.21
2026-01-18,IT,CRM — подписка,43666.02
2026-02-08,IT,Облачное хранилище,42027.28
2026-06-30,Аренда,Парковка,88845.92
2026-03-05,Зарплаты,Оклад — кладовщик,80974.36
2026-03-27,IT,CRM — подписка,75806.95
2026-03-15,Закупка товара,Закупка — поставщик РФ,282133.85
2026-03-05,Аренда,Коммунальные услуги склад,44272.37
2026-05-17,Зарплаты,Оклад — дизайнер,115247.82
2026-02-27,Логистика,Курьерская служба,34133.5
2026-03-28,Логистика,Международная доставка,17589.42
2026-02-21,Аренда,Аренда офиса,112833.39
2026-01-12,Маркетинг,Блогер — интеграция,19292.62
2026-01-30,IT,Разработка сайта,77246.35
2026-06-30,Аренда,Аренда шоурума,61761.52
2026-05-02,Закупка товара,Сертификация товара,70341.58
2026-05-11,Закупка товара,Закупка — поставщик РФ,83799.53
2026-06-08,IT,Антивирус — лицензия,31094.2
2026-06-16,Офис,Обеды для команды,20097.53
2026-03-23,IT,1С — обслуживание,61715.39
2026-04-19,Закупка товара,Закупка — расходники упаковка,297255.92
2026-04-06,Логистика,Доставка СДЭК,38885.16
2026-05-22,Закупка товара,Закупка — допартия,49275.44
2026-03-07,Закупка товара,Закупка — поставщик РФ,151793.84
2026-01-15,IT,Телефония,11580.18
2026-02-10,Зарплаты,Больничный,35532.69
2026-06-19,Офис,Ремонт офиса,14299.56
2026-01-17,Маркетинг,Таргет ВКонтакте,64142.67
2026-05-21,Офис,Канцелярия,21359.0
2026-03-12,Логистика,Доставка по Москве,8810.51
2026-04-04,Закупка товара,Закупка — поставщик Китай,49228.33
2026-01-09,Закупка товара,Закупка — образцы,298750.29
2026-03-02,Офис,Новогодний корпоратив,2787.99
2026-03-01,Офис,Ремонт офиса,2779.15
2026-01-29,Закупка товара,Закупка — поставщик РФ,341108.5
2026-05-19,Закупка товара,Закупка — допартия,302642.22
2026-04-15,Логистика,Возврат товара — доставка,15501.16
2026-01-02,Офис,Уборка офиса,19065.24
2026-02-19,Зарплаты,Подработка — сезон,171683.58
2026-06-18,Логистика,Доставка СДЭК,42281.94
2026-01-23,Закупка товара,Закупка — новый поставщик,28093.8
2026-06-17,Зарплаты,Оклад — дизайнер,26796.24
2026-05-01,Офис,Обеды для команды,24114.74
2026-04-19,IT,Облачное хранилище,12705.09
2026-06-02,IT,Домен — продление,9763.59
2026-02-12,Закупка товара,Закупка — допартия,155342.5
2026-03-14,Офис,Новогодний корпоратив,23192.81
2026-02-04,Аренда,Аренда склада,229794.29
2026-02-09,Логистика,Доставка СДЭК,16513.88
2026-02-02,Закупка товара,Закупка — новый поставщик,342384.57
2026-01-18,Аренда,Коммунальные услуги офис,76806.57
2026-04-01,Офис,Канцелярия,18121.02
2026-01-11,Аренда,Аренда офиса,39639.26
2026-01-29,Офис,Подарки сотрудникам,5512.46
2026-03-20,Логистика,Доставка СДЭК,15247.2
2026-05-09,Аренда,Парковка,51631.06
2026-06-11,Закупка товара,Сертификация товара,349245.47
2026-04-12,Офис,Подарки сотрудникам,22446.13
2026-03-10,Маркетинг,Дизайн баннеров,20785.73
2026-01-24,Логистика,Экспресс-доставка,33170.3
2026-01-11,Логистика,Возврат товара — доставка,16917.6
2026-04-29,Закупка товара,Закупка — сезонная коллекция,93765.64
2026-03-02,Маркетинг,Яндекс.Директ,18662.84
2026-06-01,Офис,Уборка офиса,5122.39
2026-04-17,Маркетинг,Email-рассылка,109833.62
2026-02-28,IT,Техподдержка,34316.05
2026-04-15,IT,1С — обслуживание,72967.94
2026-01-30,IT,1С — обслуживание,36431.35
2026-05-14,Аренда,Аренда шоурума,238864.84
2026-03-19,Маркетинг,Таргет ВКонтакте,23258.61
2026-04-18,Офис,Канцелярия,1290.73
2026-01-15,Аренда,Аренда склада,25807.88
2026-05-03,Аренда,Аренда шоурума,231735.74
2026-04-01,Офис,Обеды для команды,4464.94
2026-04-02,Логистика,Международная доставка,2602.99
2026-03-07,Аренда,Коммунальные услуги склад,88443.04
2026-02-14,Зарплаты,Оклад — маркетолог,47363.08
2026-01-19,IT,Хостинг сайта,19613.76
2026-06-21,Аренда,Аренда шоурума,155473.72
2026-03-23,IT,Домен — продление,10900.82
2026-01-28,Аренда,Аренда офиса,200033.01
2026-03-23,Закупка товара,Закупка — сезонная коллекция,116687.74
2026-04-24,Офис,Уборка офиса,12929.55
2026-06-27,Логистика,Возврат товара — доставка,29692.8
2026-04-15,IT,Облачное хранилище,54381.15
2026-06-09,Офис,Канцелярия,20237.61
2026-05-29,Офис,Уборка офиса,24174.18
2026-04-25,IT,Облачное хранилище,69355.59
2026-04-23,Аренда,Аренда шоурума,44384.21
2026-01-22,Аренда,Парковка,201303.74
2026-05-31,Офис,Уборка офиса,19590.9
2026-01-03,Закупка товара,Закупка — сезонная коллекция,110422.32
2026-03-18,Маркетинг,Блогер — интеграция,41242.95
2026-05-25,Офис,Ремонт офиса,18310.81
2026-06-01,Закупка товара,Закупка — поставщик РФ,96177.38
2026-03-04,Зарплаты,Больничный,47002.27
2026-04-21,IT,Домен — продление,61602.11
2026-03-30,IT,Домен — продление,40562.64
2026-03-23,Офис,Вода и кофе,20234.14
2026-04-27,Маркетинг,Дизайн баннеров,86044.32
2026-05-03,Логистика,Транспортировка со склада,7890.47
2026-05-17,Закупка товара,Закупка — поставщик Китай,307824.66
2026-03-27,IT,Антивирус — лицензия,33709.25
2026-05-19,Офис,Ремонт офиса,5498.02
2026-03-30,Зарплаты,Подработка — сезон,146122.44
2026-01-05,Логистика,Доставка Boxberry,27979.61
2026-05-14,Зарплаты,Оклад — курьер,135620.0
2026-01-08,Зарплаты,Оклад — курьер,152428.97
2026-01-22,IT,Хостинг сайта,11442.14
2026-03-28,Зарплаты,Оклад — бухгалтер,130607.54
2026-01-12,Зарплаты,Оклад — бухгалтер,62688.63
2026-03-17,Маркетинг,Таргет ВКонтакте,41044.18
2026-02-09,IT,Разработка сайта,48019.49
2026-05-07,Логистика,Транспортировка со склада,37685.39
2026-02-01,Аренда,Аренда шоурума,89803.26
2026-06-19,IT,Антивирус — лицензия,31500.22
2026-02-09,Аренда,Аренда офиса,55772.27
2026-06-16,IT,Облачное хранилище,56100.21
2026-05-05,Аренда,Аренда офиса,201613.39
2026-04-12,Закупка товара,Закупка — новый поставщик,109365.04
2026-06-25,Зарплаты,Оклад — бухгалтер,65154.46
2026-02-05,IT,1С — обслуживание,76047.32
2026-06-01,Зарплаты,Оклад — маркетолог,168078.87
2026-01-13,Логистика,Возврат товара — доставка,2013.31
2026-04-16,Закупка товара,Закупка — сезонная коллекция,90238.4
2026-03-29,Зарплаты,Оклад — кладовщик,67898.14
2026-03-07,Логистика,Транспортировка со склада,36690.01
2026-03-21,Маркетинг,Контент для соцсетей,7082.64
2026-01-30,Логистика,Доставка Почта России,15727.88
2026-04-26,Маркетинг,Дизайн баннеров,59065.21
2026-01-21,Зарплаты,Оклад — курьер,59191.83
2026-01-27,Офис,Канцелярия,4286.77
2026-03-13,Закупка товара,Закупка — новый поставщик,301111.84
2026-04-05,Зарплаты,Оклад — дизайнер,30829.12
2026-06-01,Закупка товара,Сертификация товара,269313.18
2026-04-30,Закупка товара,Закупка — поставщик РФ,286712.8
2026-05-15,Закупка товара,Закупка — расходники упаковка,321977.42
2026-01-21,IT,Техподдержка,73124.88
2026-06-17,Закупка товара,Закупка — допартия,52686.34
2026-04-13,IT,1С — обслуживание,30370.92
2026-03-25,Маркетинг,Email-рассылка,47521.91
2026-05-08,Логистика,Курьерская служба,40802.89
2026-02-04,Офис,Подарки сотрудникам,24386.89
2026-06-02,Аренда,Аренда офиса,171679.32
2026-03-14,Маркетинг,Промо-акция,27831.75
2026-01-23,Зарплаты,Подработка — сезон,99249.79
2026-05-29,Логистика,Возврат товара — доставка,5140.55
2026-02-27,Закупка товара,Закупка — сезонная коллекция,256111.06
2026-02-10,Офис,Новогодний корпоратив,621.15
2026-03-27,IT,Домен — продление,36538.53
2026-06-09,Зарплаты,Оклад — дизайнер,43125.81
2026-06-05,IT,Антивирус — лицензия,16348.44
2026-03-26,Логистика,Международная доставка,14972.01
2026-03-08,Офис,Ремонт офиса,18936.97
2026-02-08,IT,Облачное хранилище,53710.44
2026-03-30,Логистика,Доставка Почта России,27168.45
2026-05-04,Офис,Уборка офиса,8551.67
2026-03-24,Аренда,Коммунальные услуги офис,52377.49
2026-04-23,Аренда,Аренда склада,129046.0
2026-06-04,Логистика,Возврат товара — доставка,17470.82
2026-03-19,Зарплаты,Оклад — маркетолог,82595.45
2026-01-23,Закупка товара,Закупка — сезонная коллекция,173904.1
2026-04-21,Офис,Канцелярия,15686.21
2026-05-09,Закупка товара,Закупка — поставщик Китай,233692.48
2026-02-08,IT,Хостинг сайта,52907.69
2026-02-26,Маркетинг,Яндекс.Директ,110036.5
2026-02-09,Аренда,Аренда склада,219942.82
2026-05-18,Зарплаты,Больничный,88009.45
2026-03-19,Зарплаты,Подработка — сезон,154227.4
2026-01-09,Логистика,Транспортировка со склада,3779.09
2026-05-11,Офис,Уборка офиса,19945.56
2026-01-31,Закупка товара,Закупка — сезонная коллекция,44876.2
2026-02-09,Зарплаты,Оклад — курьер,151334.43
2026-01-25,Закупка товара,Закупка — поставщик Китай,340712.11
2026-02-26,Маркетинг,Контент для соцсетей,8274.44
2026-05-15,Офис,Ремонт офиса,20966.3
2026-04-28,Маркетинг,Дизайн баннеров,50245.77
2026-02-04,Маркетинг,Email-рассылка,116472.15
2026-05-26,Офис,Вода и кофе,3622.06
2026-05-21,Зарплаты,Больничный,164885.17
2026-02-18,IT,Телефония,8304.66
2026-03-08,Закупка товара,Сертификация товара,275130.55
2026-03-13,Зарплаты,Подработка — сезон,125983.97
2026-02-22,Закупка товара,Таможенные сборы,101525.43
2026-06-08,Зарплаты,Оклад — бухгалтер,106256.01
2026-04-11,IT,CRM — подписка,68685.52
2026-03-05,Офис,Вода и кофе,11104.77
2026-03-01,Аренда,Коммунальные услуги офис,192065.17
2026-06-08,Логистика,Доставка Boxberry,41316.91
2026-04-06,Логистика,Доставка по Москве,3414.26
2026-04-08,Офис,Канцелярия,1608.23
2026-05-17,Логистика,Курьерская служба,44148.47
2026-02-09,Аренда,Парковка,218802.13
2026-03-30,Аренда,Аренда шоурума,59765.09
2026-06-04,Аренда,Коммунальные услуги офис,163012.24
2026-05-04,IT,Телефония,57900.2
2026-05-15,Логистика,Доставка Boxberry,29880.12
2026-04-19,Логистика,Доставка Boxberry,5777.81
2026-02-19,Зарплаты,Оклад — дизайнер,46314.47
2026-06-29,Аренда,Коммунальные услуги офис,140878.2
2026-02-04,Зарплаты,Оклад — бухгалтер,74345.29
2026-02-22,Офис,Новогодний корпоратив,23400.3
2026-01-05,Зарплаты,Оклад — менеджер,165407.91
2026-03-14,Аренда,Коммунальные услуги склад,102615.32
2026-03-21,Логистика,Доставка СДЭК,14704.45
2026-05-15,Зарплаты,Оклад — кладовщик,99837.2
2026-06-05,IT,Техподдержка,64058.24
2026-04-29,Аренда,Аренда офиса,121200.51
2026-05-08,Зарплаты,Оклад — дизайнер,34735.11
2026-01-14,IT,CRM — подписка,26886.77
2026-02-26,Офис,Канцелярия,20686.33
2026-05-31,Аренда,Парковка,204079.4
2026-03-13,IT,Хостинг сайта,75586.8
2026-03-01,IT,Антивирус — лицензия,36247.05
2026-01-31,Маркетинг,Яндекс.Директ,43946.49
2026-06-11,Аренда,Парковка,128989.09
2026-01-24,Маркетинг,Email-рассылка,95341.57
2026-05-11,Маркетинг,Email-рассылка,76324.18
2026-03-18,IT,Телефония,14163.55
2026-03-09,Зарплаты,Оклад — маркетолог,119395.28
2026-01-27,IT,Техподдержка,66358.5
2026-02-18,Офис,Обеды для команды,10624.57
2026-01-28,IT,1С — обслуживание,7136.26
2026-06-06,Закупка товара,Закупка — расходники упаковка,245061.18
2026-02-26,Маркетинг,Дизайн баннеров,66268.81
2026-05-27,Маркетинг,Яндекс.Директ,88853.87
2026-02-13,Офис,Ремонт офиса,657.3
2026-02-18,Закупка товара,Таможенные сборы,215460.86
2026-03-15,Аренда,Коммунальные услуги офис,45788.11
2026-04-01,Маркетинг,Email-рассылка,59036.69
2026-06-09,Зарплаты,Оклад — курьер,109006.4
2026-03-11,Зарплаты,Оклад — курьер,77315.26
2026-05-07,Маркетинг,SEO-продвижение,9349.64
2026-04-20,IT,Техподдержка,9520.57
2026-01-03,Закупка товара,Закупка — расходники упаковка,41772.14
2026-06-20,Аренда,Аренда офиса,236132.9
2026-02-01,Аренда,Коммунальные услуги офис,88770.18
2026-04-19,Маркетинг,Яндекс.Директ,79808.85
2026-06-14,Зарплаты,Оклад — курьер,44005.87
2026-01-12,Маркетинг,Реклама Telegram,36664.49
2026-04-08,Аренда,Аренда склада,114339.73
2026-05-27,Маркетинг,Контент для соцсетей,75370.72
2026-05-07,Закупка товара,Закупка — расходники упаковка,25331.87
2026-06-06,Аренда,Парковка,160342.84
2026-06-26,Маркетинг,Email-рассылка,42668.44
2026-05-17,Офис,Новогодний корпоратив,12806.46
2026-01-22,Закупка товара,Закупка — поставщик РФ,227150.4
2026-06-20,Закупка товара,Закупка — образцы,220209.32
2026-06-18,Закупка товара,Закупка — образцы,317680.2
2026-04-26,Зарплаты,Оклад — курьер,57485.64
2026-06-15,IT,Телефония,28736.88
2026-06-09,Маркетинг,Яндекс.Директ,94782.97
2026-02-04,Зарплаты,Больничный,94980.93
2026-01-05,IT,CRM — подписка,14476.54
2026-05-24,IT,Разработка сайта,71318.76
2026-04-28,Аренда,Аренда склада,106458.86
2026-03-06,Аренда,Аренда офиса,241891.95
2026-01-14,Офис,Канцелярия,15812.91
2026-06-09,IT,Разработка сайта,19582.32
2026-03-20,IT,Антивирус — лицензия,30610.51
2026-05-13,Офис,Канцелярия,17688.53
2026-01-17,Офис,Уборка офиса,20381.69
2026-05-26,Логистика,Доставка СДЭК,36996.55
2026-01-02,IT,Облачное хранилище,5542.24
2026-03-09,IT,Облачное хранилище,50281.02
2026-05-18,Офис,Подарки сотрудникам,20132.04
2026-05-25,Офис,Уборка офиса,2176.08
2026-06-21,Офис,Обеды для команды,22709.9
2026-01-02,Логистика,Доставка по Москве,41253.38
2026-02-07,IT,Техподдержка,16935.35
2026-06-01,Офис,Канцелярия,8114.57
2026-06-11,IT,Техподдержка,36524.18
2026-02-08,Закупка товара,Закупка — сезонная коллекция,318995.36
2026-06-12,Зарплаты,Оклад — менеджер,105876.97
2026-04-28,Зарплаты,Оклад — дизайнер,144120.32
2026-06-07,Аренда,Аренда офиса,161880.25
2026-04-11,Аренда,Аренда офиса,234544.25
2026-01-15,IT,CRM — подписка,64656.32
2026-02-25,Маркетинг,Контент для соцсетей,28904.43
2026-05-02,Маркетинг,Email-рассылка,98628.13
2026-03-24,Офис,Уборка офиса,23010.13
2026-06-04,Логистика,Экспресс-доставка,15935.12
2026-04-24,Зарплаты,Оклад — курьер,100277.56
